route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
4_170,2,"170","","PKP ZACISZE-WILNO - pl. Trynopolski - pl. Ostrej Bramy - Swojska - Księcia Ziemowita - Naczelnikowska - Radzymińska - Białostocka - Targowa - Ratuszowa - pl. Hallera - Jagiellońska - RONDO STARZYŃSKIEGO|ELSNERÓW - Bardowskiego - Swojska - Wierna - pl. Trynopolski - pl. Ostrej Bramy - Swojska - Księcia Ziemowita - Naczelnikowska - Radzymińska - Białostocka - Targowa - Ratuszowa - pl. Hallera - Jagiellońska - RONDO STARZYŃSKIEGO|RONDO STARZYŃSKIEGO - pl. Hallera - Inżynierska - Targowa - Białostocka - Radzymińska - Naczelnikowska - Księcia Ziemowita - Swojska - Wierna - pl. Trynopolski - pl. Ostrej Bramy - Swojska - Bardowskiego - ELSNERÓW|RONDO STARZYŃSKIEGO - Jagiellońska - pl. Hallera - Inżynierska - Targowa - Białostocka - Radzymińska - Naczelnikowska - Księcia Ziemowita - Swojska - Wierna - pl. Trynopolski - PKP ZACISZE-WILNO",3
4_172,2,"172","","CH  BLUE CITY - Opaczewska - Al. Jerozolimskie - Sokołowskiego „Grzymały” - Białobrzeska - Banacha - Pawińskiego - Korotyńskiego - Żwirki i Wigury - Racławicka - Odyńca - Puławska - Dolna - Sobieskiego - Św. Bonifacego - Powsińska - SADYBA|SADYBA - Św. Bonifacego - Sobieskiego - Dolna - Puławska - Odyńca - Racławicka - Żwirki i Wigury - Pruszkowska - Pawińskiego - Banacha - Białobrzeska - Sokołowskiego „Grzymały” - Al. Jerozolimskie - al. Bohaterów Września - Opaczewska - CH  BLUE CITY",3
4_173,2,"173","","STARA MIŁOSNA (GRANICZNA) - Graniczna - Jana Pawła II - al. Piłsudskiego - Sulejówek/al. Piłsudskiego - Sulejówek/Moraczewskiego - Armii Krajowej - Niemcewicza - Wspólna - Korkowa - Stepowa - Marsa - Płowiecka - Grochowska - Zakole - Dwernickiego - Podskarbińska - Mińska - Stanisławowska - Chodakowska - Żupnicza - Lubelska - DW. WSCHODNI (LUBELSKA)|DW. WSCHODNI (LUBELSKA) - Bliska - Żupnicza - Chodakowska - Mińska - Stanisławowska - Dwernickiego - Wiatraczna - rondo Wiatraczna - Grochowska - Marsa - Okularowa - Stepowa - Korkowa - Wspólna - Niemcewicza - 1. Praskiego Pułku WP - Armii Krajowej - Sulejówek/Moraczewskiego - Sulejówek/al. Piłsudskiego - al. Piłsudskiego - Jana Pawła II - Graniczna - STARA MIŁOSNA (GRANICZNA)",3
4_174,2,"174","","RONDO ONZ - al. Jana Pawła II - Chałubińskiego - al. Niepodległości - Domaniewska - Modzelewskiego - Orzycka - Gotarda - Bokserska - BOKSERSKA|BOKSERSKA - Gotarda - Orzycka - Modzelewskiego - Domaniewska - al. Niepodległości - al. Jana Pawła II - RONDO ONZ",3
4_175,2,"175","","LOTNISKO CHOPINA-PRZYLOTY - Żwirki i Wigury - Bennetta - Żwirki i Wigury - Krzyckiego - Raszyńska - Al. Jerozolimskie - CENTRUM",3
4_176,2,"176","","METRO BRÓDNO - Bazyliańska - Wysockiego - Marywilska - Czołowa - Bohaterów - Ołówkowa - Polnych Kwiatów - Mehoffera - Raciborska - CHOSZCZÓWKA|CHOSZCZÓWKA - Jeżowskiego - Mehoffera - Polnych Kwiatów - Ołówkowa - Bohaterów - Czołowa - Marywilska - Wysockiego - Bazyliańska - Kondratowicza - Bazyliańska - METRO BRÓDNO",3
4_177,2,"177","","OS. GÓRCZEWSKA - Górczewska - Powstańców Śląskich - Człuchowska - Lazurowa - al. 4 Czerwca 1989 r. - Szamoty - Posag 7 Panien - Czerwona Droga - Orłów Piastowskich - Keniga - Orląt Lwowskich - URSUS-NIEDŹWIADEK|URSUS-NIEDŹWIADEK - Keniga - Orłów Piastowskich - Czerwona Droga - Posag 7 Panien - Szamoty - al. 4 Czerwca 1989 r. - Lazurowa - Człuchowska - Powstańców Śląskich - Górczewska - OS. GÓRCZEWSKA",3
4_178,2,"178","","RONDO DASZYŃSKIEGO - Prosta - Kasprzaka - al. Prymasa Tysiąclecia - Al. Jerozolimskie - Popularna - Bolesława Chrobrego - Ryżowa - Prystora - Skoroszewska - Starodęby - SKOROSZE",3
4_179,2,"179","","OS. KABATY - al. KEN - Wąwozowa - Stryjeńskich - Belgradzka - Rosoła - Indiry Gandhi - Płaskowickiej - Roentgena - Ciszewskiego - al. KEN - Herbsta - Romera - Surowieckiego - Beli Bartóka - al. Rodowicza „Anody” - URSYNÓW PŁN.|URSYNÓW PŁN. - Beli Bartóka - Surowieckiego - Romera - Herbsta - al. KEN - Ciszewskiego - Roentgena - Płaskowickiej - Indiry Gandhi - Rosoła - Belgradzka - Stryjeńskich - Wąwozowa - al. KEN - OS. KABATY",3
4_180,2,"180","","WILANÓW - Przyczółkowa - Wiertnicza - Powsińska - Czerniakowska - Gagarina - Belwederska - Al. Ujazdowskie - pl. Trzech Krzyży - Nowy Świat - Świętokrzyska - pl. Małachowskiego - Focha - Moliera - Miodowa - pl. Krasińskich - Świętojerska - Anielewicza - Okopowa - Powązkowska - gen. Maczka - Rudnickiego - Kochanowskiego - Conrada - CHOMICZÓWKA|CHOMICZÓWKA - Kochanowskiego - Rudnickiego - gen. Maczka - Powązkowska - Okopowa - Anielewicza - Świętojerska - pl. Krasińskich - Miodowa - Wierzbowa - pl. Małachowskiego - Mazowiecka - Świętokrzyska - Nowy Świat - Al. Ujazdowskie - Gagarina - Czerniakowska - Powsińska - Wiertnicza - Przyczółkowa - WILANÓW",3
4_181,2,"181","","CM. PÓŁNOCNY-BRAMA GŁ. - Wóycickiego - Żubrowa - Pułkowa - Marymoncka - al. Zjednoczenia - Kasprowicza - Podleśna - Klaudyny - Mickiewicza - pl. Wilsona - PL. WILSONA|PL. WILSONA - Mickiewicza - Klaudyny - Podleśna - Marymoncka - Pułkowa - Dzierżoniowska - Żubrowa - Wóycickiego - CM. PÓŁNOCNY-BRAMA GŁ.",3
4_182,2,"182","","DW. ZACHODNI - Al. Jerozolimskie - Sokołowskiego „Grzymały” - Kopińska - Wawelska - al. Armii Ludowej - most Łazienkowski - al. Stanów Zjednoczonych - Ostrobramska - Zamieniecka - Łukowska - WITOLIN|WITOLIN - Zamieniecka - Ostrobramska - al. Stanów Zjednoczonych - most Łazienkowski - al. Armii Ludowej - Wawelska - Kopińska - Sokołowskiego „Grzymały” - Al. Jerozolimskie - DW. ZACHODNI",3
4_183,2,"183","","ZIELONA - Brata Alberta - Wspólna - Szosowa - Grzybowa - al. Komandosów - Ilskiego - Marsa - Płowiecka - Grochowska - WIATRACZNA|WIATRACZNA - Marsa - Ilskiego - al. Komandosów - Grzybowa - Szosowa - Brata Alberta - ZIELONA",3
4_184,2,"184","","METRO MŁOCINY - Kasprowicza - al. Reymonta - Powstańców Śląskich - Wrocławska - Radiowa - Dywizjonu 303 - Obozowa - Ciołka - Elekcyjna - Kasprzaka - al. Prymasa Tysiąclecia - Bitwy Warszawskiej 1920 r. - Szczęśliwicka - Dickensa - SZCZĘŚLIWICE|SZCZĘŚLIWICE - Szczęśliwicka - Bitwy Warszawskiej 1920 r. - al. Prymasa Tysiąclecia - Kasprzaka - Elekcyjna - Górczewska - Ciołka - Newelska - Dywizjonu 303 - Wrocławska - Powstańców Śląskich - al. Reymonta - Kasprowicza - Nocznickiego - Kasprowicza - METRO MŁOCINY",3
4_185,2,"185","","GWIAŹDZISTA - Podleśna - Klaudyny - Mickiewicza - Krasińskiego - Wybrzeże Gdyńskie - Wybrzeże Gdańskie - Wybrzeże Kościuszkowskie - Wioślarska - Solec - Czerniakowska - Powsińska - Św. Bonifacego - Dolina Służewiecka - al. Rodowicza „Anody” - Rosoła - Indiry Gandhi - Pileckiego - Płaskowickiej - CH  URSYNÓW|CH  URSYNÓW - Pileckiego - Indiry Gandhi - Rosoła - al. Rodowicza „Anody” - Dolina Służewiecka - al. Sikorskiego - Św. Bonifacego - Powsińska - Czerniakowska - Solec - Wioślarska - Wybrzeże Kościuszkowskie - Wybrzeże Gdańskie - Wybrzeże Gdyńskie - Krasińskiego - Mickiewicza - Klaudyny - Podleśna - Gwiaździsta - GWIAŹDZISTA",3
4_186,2,"186","","SZCZĘŚLIWICE - Dickensa - Pawińskiego - Banacha - Bitwy Warszawskiej 1920 r. - al. Prymasa Tysiąclecia - al. Armii Krajowej - Modlińska - Światowida - NOWODWORY|NOWODWORY - Modlińska - al. Armii Krajowej - al. Obrońców Grodna - al. Prymasa Tysiąclecia - Bitwy Warszawskiej 1920 r. - Banacha - Pawińskiego - Dickensa - SZCZĘŚLIWICE",3
4_187,2,"187","","URSUS-NIEDŹWIADEK - Orląt Lwowskich - Warszawska - Keniga - Orląt Lwowskich - Wojciechowskiego - Lalki - Kościuszki - Bohaterów Warszawy - Sławka - Poczty Gdańskiej - al. 4 Czerwca 1989 r. - Ryżowa - Kleszczowa - Łopuszańska - Al. Jerozolimskie - Sokołowskiego „Grzymały” - Kopińska - Wawelska - al. Armii Ludowej - Czerniakowska - Powsińska - Św. Bonifacego - STEGNY|STEGNY - Powsińska - Czerniakowska - al. Armii Ludowej - Wawelska - Kopińska - Sokołowskiego „Grzymały” - Al. Jerozolimskie - Łopuszańska - Kleszczowa - Ryżowa - al. 4 Czerwca 1989 r. - Poczty Gdańskiej - Sławka - Bohaterów Warszawy - Władysława Jagiełły - Wojciechowskiego - Orląt Lwowskich - Keniga - Warszawska - Orląt Lwowskich - URSUS-NIEDŹWIADEK",3
4_188,2,"188","","LOTNISKO CHOPINA-PRZYLOTY - Żwirki i Wigury - Bennetta - Żwirki i Wigury - Wawelska - al. Armii Ludowej - most Łazienkowski - al. Stanów Zjednoczonych - Zakole - Szaserów - Makowska - PKP GOCŁAWEK|PKP GOCŁAWEK - Szaserów - Wiatraczna - al. Stanów Zjednoczonych - most Łazienkowski - al. Armii Ludowej - Wawelska - Żwirki i Wigury - TERMINAL AUTOKAROWY",3
4_189,2,"189","","SADYBA - Powsińska - Św. Bonifacego - Dolina Służewiecka - Nowoursynowska - Wałbrzyska - al. Lotników - al. Wilanowska - Marynarska - Hynka - Łopuszańska - Kleszczowa - Bolesława Chrobrego - Globusowa - Dźwigowa - Powstańców Śląskich - Człuchowska - Lazurowa - Górczewska - OS. GÓRCZEWSKA|OS. GÓRCZEWSKA - Lazurowa - Człuchowska - Powstańców Śląskich - Dźwigowa - Globusowa - Bolesława Chrobrego - Kleszczowa - Łopuszańska - Hynka - Sasanki - Marynarska - al. Wilanowska - al. Lotników - Wałbrzyska - Nowoursynowska - Dolina Służewiecka - al. Sikorskiego - Św. Bonifacego - Powsińska - SADYBA",3
4_190,2,"190","","MARKI CH  MARKI - Marki/jezdnia w sąsiedztwie CH M1 - Ząbki/Radzymińska - Radzymińska - al. „Solidarności” - Młynarska - Górczewska - Jana Olbrachta - ZNANA|ZNANA - Strąkowa - Jana Olbrachta - Górczewska - Leszno - al. „Solidarności” - Radzymińska - Ząbki/Radzymińska - Marki/jezdnia w sąsiedztwie CH M1 - MARKI CH  MARKI",3
4_191,2,"191","","REGULSKA - Regulska - Kompanii AK „Kordian” - Pużaka - Sławka - Dzieci Warszawy - Ryżowa - Bolesława Chrobrego - Popularna - Al. Jerozolimskie - Bitwy Warszawskiej 1920 r. - Grójecka - pl. Narutowicza - PL. NARUTOWICZA|PL. NARUTOWICZA - Grójecka - Bitwy Warszawskiej 1920 r. - Al. Jerozolimskie - Popularna - Bolesława Chrobrego - Ryżowa - Dzieci Warszawy - Sławka - Pużaka - Kompanii AK „Kordian” - Regulska - REGULSKA",3
4_192,2,"192","","URSYNÓW PŁD. - al. KEN - Herbsta - Pileckiego - Taneczna - Krasnowolska - KRASNOWOLA|KRASNOWOLA - Taneczna - Puławska - Romera - Herbsta - al. KEN - URSYNÓW PŁD.",3
4_193,2,"193","","URSYNÓW PŁN. - al. Rodowicza „Anody” - Jastrzębowskiego - al. KEN - Ciszewskiego - Nowoursynowska - Wałbrzyska - al. Lotników - Modzelewskiego - Orzycka - Gotarda - Bokserska - BOKSERSKA|BOKSERSKA - Gotarda - Orzycka - Modzelewskiego - al. Lotników - Wałbrzyska - Nowoursynowska - Dolina Służewiecka - Nowoursynowska - Ciszewskiego - al. KEN - Jastrzębowskiego - al. Rodowicza „Anody” - URSYNÓW PŁN.",3
4_194,2,"194","","CM. WOLSKI - Fort Wola - Wolska - Połczyńska - Dźwigowa - Globusowa - Świerszcza - ks. Chrościckiego - al. 4 Czerwca 1989 r. - Traktorzystów - Wojciechowskiego - Orląt Lwowskich - Warszawska - Orłów Piastowskich - Kazimierza Jagiellończyka - Bolesława Krzywoustego - Zielonej Gęsi - PKP GOŁĄBKI|PKP GOŁĄBKI - Wincentego Kadłubka - Orłów Piastowskich - Warszawska - Orląt Lwowskich - Keniga - Wojciechowskiego - Traktorzystów - al. 4 Czerwca 1989 r. - ks. Chrościckiego - Globusowa - Dźwigowa - Połczyńska - Fort Wola - CM. WOLSKI",3
4_197,2,"197","","CM. WOLSKI - Wolska - Redutowa - Jana Olbrachta - Ciołka - Newelska - Księcia Janusza - Księcia Bolesława - Obrońców Tobruku - Rudnickiego - Perzyńskiego - al. Zjednoczenia - Marymoncka - Podleśna - Gwiaździsta - GWIAŹDZISTA|GWIAŹDZISTA - Podleśna - al. Zjednoczenia - Żeromskiego - Perzyńskiego - Rudnickiego - Obrońców Tobruku - Księcia Bolesława - Obozowa - Ciołka - Jana Olbrachta - Redutowa - Wolska - Fort Wola - CM. WOLSKI",3
4_198,2,"198","","STARA MIŁOSNA (UŁAŃSKA) - Jana Pawła II - 1. Praskiego Pułku WP - Armii Krajowej - Chodkiewicza - Głowackiego - PKP WESOŁA|PKP WESOŁA - Armii Krajowej - 1. Praskiego Pułku WP - Jana Pawła II - STARA MIŁOSNA (UŁAŃSKA)",3
4_199,2,"199","","BRÓDNO-PODGRODZIE - Krasnobrodzka - Chodecka - Kondratowicza - Młodzieńcza - Radzymińska - Ząbki/Batorego - Ząbki/Wojska Polskiego - Ząbki/Orla - Ząbki/Kwiatowa - Ząbki/Szwoleżerów - Ząbki/Rychłowskiego - Czwartaków - Paderewskiego - al. Chruściela „Montera” - REMBERTÓW-STRZELNICA|REMBERTÓW-STRZELNICA - Paderewskiego - Czwartaków - Ząbki/Szwoleżerów - Ząbki/Sikorskiego - Ząbki/Kwiatowa - Ząbki/Orla - Ząbki/Wojska Polskiego - Ząbki/Leszyckiego - Ząbki/Batorego - Radzymińska - Młodzieńcza - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE",3
4_201,2,"201","","METRO KSIĘCIA JANUSZA - Ciołka - Newelska - Księcia Janusza - Księcia Bolesława - Obrońców Tobruku - Pieniążka - Osmańczyka - Piastów Śląskich - Powstańców Śląskich - NOWE BEMOWO|NOWE BEMOWO - Piastów Śląskich - Osmańczyka - Obrońców Tobruku - Księcia Bolesława - Obozowa - Deotymy - Górczewska - Ciołka - METRO KSIĘCIA JANUSZA",3
4_202,2,"202","","PKP GOCŁAWEK - Makowska - Szaserów - Dwernickiego - Stanisławowska - Chodakowska - Żupnicza - Lubelska - Zamoyskiego - Sokola - METRO STADION NARODOWY|METRO STADION NARODOWY - Zamoście - Sokola - Targowa - Zamoyskiego - Lubelska - Bliska - Żupnicza - Chodakowska - Mińska - Stanisławowska - Dwernickiego - Szaserów - Makowska - PKP GOCŁAWEK",3
4_203,2,"203","","FORT WAWRZYSZEW - Księżycowa - Kwitnąca - Conrada - Sokratesa - Kasprowicza - Nocznickiego - Kasprowicza - METRO MŁOCINY|METRO MŁOCINY - Sokratesa - Conrada - Kwitnąca - Księżycowa - FORT WAWRZYSZEW",3
4_204,2,"204","","METRO BRÓDNO - Kondratowicza - Łabiszyńska - Białołęcka - Juranda ze Spychowa - Ostródzka - Berensona - Głębocka - Skośna - GRODZISK|GRODZISK - Berensona - Olsztyńska - Ostródzka - Juranda ze Spychowa - Białołęcka - Przykoszarowa - Szlachecka - Daniszewska - Annopol - Rembielińska - Kondratowicza - METRO BRÓDNO",3
4_207,2,"207","","REGULSKA - Regulska - Kościuszki - Spisaka - Starodęby - Skoroszewska - Prystora - Ryżowa - Dzieci Warszawy - Sławka - Bohaterów Warszawy - Gierdziejewskiego - Posag 7 Panien - Szamoty - Traktorzystów - pl. Czerwca 1976 r. - URSUS-RATUSZ|URSUS-RATUSZ - Szamoty - Posag 7 Panien - Gierdziejewskiego - Kościuszki - Bohaterów Warszawy - Sławka - Dzieci Warszawy - Ryżowa - Prystora - Skoroszewska - Al. Jerozolimskie - Bodycha - Spisaka - Regulska - REGULSKA",3
4_208,2,"208","","SZCZĘŚLIWICE - Dickensa - Szczęśliwicka - Al. Jerozolimskie - Włodarzewska - Harfowa - Grójecka - Dickensa - SZCZĘŚLIWICE|SZCZĘŚLIWICE - Grójecka - Włodarzewska - Al. Jerozolimskie - Bitwy Warszawskiej 1920 r. - Szczęśliwicka - Dickensa - SZCZĘŚLIWICE",3
4_209,2,"209","","DAWIDY - Baletowa - Puławska - Płaskowickiej - Roentgena - Pileckiego - Herbsta - al. KEN - URSYNÓW PŁD.|URSYNÓW PŁD. - Herbsta - Roentgena - Płaskowickiej - Puławska - Baletowa - DAWIDY",3
4_210,2,"210","","TRUSKAW SKIBIŃSKIEGO - Truskaw/Skibińskiego - Truskaw/3 Maja - Izabelin/3 Maja - Laski/3 Maja - Mościska/3 Maja - Arkuszowa - Wólczyńska - Nocznickiego - al. gen. Wittek - Kasprowicza - METRO MŁOCINY|METRO MŁOCINY - Nocznickiego - Wólczyńska - Arkuszowa - Mościska/3 Maja - Laski/3 Maja - Izabelin/3 Maja - Truskaw/3 Maja - Truskaw/Skibińskiego - TRUSKAW SKIBIŃSKIEGO",3
4_211,2,"211","","ŻERAŃ FSO - Modlińska - Żerańska - Dorodna - Myśliborska - Światowida - Milenijna - Pomorska - Mehoffera - Hanki Ordonówny - Światowida - Dzierzgońska - Aluzyjna - DĄBRÓWKA WIŚLANA|ŻERAŃ FSO - Modlińska - Żerańska - Dorodna - Myśliborska - Światowida - Milenijna - Pomorska - Mehoffera - Hanki Ordonówny - Światowida - Dzierzgońska - Aluzyjna - Modlińska - Przyrzecze - Bukowska - Kępa Tarchomińska - KĘPA TARCHOMIŃSKA|DĄBRÓWKA WIŚLANA - Aluzyjna - Sprawna - Dzierzgońska - Światowida - Hanki Ordonówny - Mehoffera - Milenijna - Światowida - Myśliborska - Porajów - Świderska - Myśliborska - Dorodna - Modlińska - ŻERAŃ FSO",3
4_212,2,"212","","CH  TARGÓWEK - jezdnia w sąsiedztwie CH Targówek - Głębocka - św. Wincentego - Kondratowicza - Chodecka - Matki Teresy z Kalkuty - Gilarska - Samarytanka - Jórskiego - Radzymińska - Trocka - Unicka - Handlowa - Myszkowska - Ossowskiego - Kołowa - św. Wincentego - 11 Listopada - Namysłowska - pl. Hallera - PL. HALLERA|PL. HALLERA - Namysłowska - Starzyńskiego - św. Wincentego - Kołowa - Ossowskiego - Handlowa - Unicka - Trocka - Radzymińska - Jórskiego - Samarytanka - Gilarska - Matki Teresy z Kalkuty - Chodecka - Kondratowicza - św. Wincentego - Głębocka - jezdnia w sąsiedztwie CH Targówek - CH  TARGÓWEK",3
4_213,2,"213","","BŁOTA - Wał Miedzeszyński - Bysławska - Patriotów - Przewodowa - Zasadowa - Panny Wodnej - Mrówcza - Lucerny - Kadetów - Wał Miedzeszyński - Fieldorfa „Nila” - Umińskiego - Bora-Komorowskiego - GOCŁAW|GOCŁAW - Umińskiego - Fieldorfa „Nila” - Wał Miedzeszyński - Kadetów - Lucerny - Mrówcza - Panny Wodnej - Zasadowa - Przewodowa - Patriotów - Bysławska - Wał Miedzeszyński - BŁOTA",3
4_217,2,"217","","NATOLIN PŁN. - al. KEN - Indiry Gandhi - Cynamonowa - Branickiego - al. Rzeczypospolitej - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - al. Rzeczypospolitej - Branickiego - Płaskowickiej - Cynamonowa - Indiry Gandhi - al. KEN - NATOLIN PŁN.",3
4_218,2,"218","","KRÓLIKARNIA - Woronicza - Racjonalizacji - Konstruktorska - Suwak - Domaniewska - Wołoska - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - Wołoska - Domaniewska - Suwak - Konstruktorska - Racjonalizacji - Woronicza - METRO WIERZBNO",3
4_219,2,"219","","OŚRODEK SZKOLENIOWY - Skalnicowa - Panny Wodnej - Mrówcza - Lucerny - Kadetów - Łasaka - Bora-Komorowskiego - GOCŁAW|GOCŁAW - Fieldorfa „Nila” - Jugosłowiańska - Bora-Komorowskiego - Łasaka - Kadetów - Lucerny - Mrówcza - Panny Wodnej - Skalnicowa - OŚRODEK SZKOLENIOWY",3
4_220,2,"220","","P+R AL. KRAKOWSKA - al. Krakowska - Szyszkowa - Nowa - Opacz-Kolonia/Środkowa - Opacz-Kolonia/Ryżowa - Opacz-Kolonia/Bodycha - Starodęby - Skoroszewska - Dzieci Warszawy - Poczty Gdańskiej - al. 4 Czerwca 1989 r. - Lazurowa - Kaliskiego - Radiowa - Wrocławska - Żołnierzy Wyklętych - Powstańców Śląskich - NOWE BEMOWO|NOWE BEMOWO - Piastów Śląskich - Żołnierzy Wyklętych - Wrocławska - Radiowa - Kaliskiego - Lazurowa - al. 4 Czerwca 1989 r. - Poczty Gdańskiej - Dzieci Warszawy - Skoroszewska - Al. Jerozolimskie - Ryżowa - Opacz-Kolonia/Ryżowa - Opacz-Kolonia/Nowa - Szyszkowa - al. Krakowska - P+R AL. KRAKOWSKA",3
4_221,2,"221","","PL. NIEMENA - Powązkowska - Krasińskiego - Przasnyska - Rydygiera - ks. Indrzejczyka - DW. GDAŃSKI (RYDYGIERA)|DW. GDAŃSKI (RYDYGIERA) - Rydygiera - Powązkowska - PL. NIEMENA",3
4_226,2,"226","","OS. ZIELONA DOLINA - Marii Callas - Mańkowska - Fajna - Ostródzka - Toruńska - Łabiszyńska - Kondratowicza - METRO BRÓDNO|METRO BRÓDNO - Łabiszyńska - Toruńska - Ostródzka - Fajna - Marii Callas - OS. ZIELONA DOLINA",3
4_228,2,"228","","KRÓLIKARNIA - Woronicza - Żwirki i Wigury - 1 Sierpnia - al. Krakowska - Grójecka - Instalatorów - Szybka - Wschodu Słońca - Popularna - Techników - Cegielniana - Sympatyczna - Świerszcza - Traktorzystów - pl. Czerwca 1976 r. - URSUS-RATUSZ|URSUS-RATUSZ - Traktorzystów - Świerszcza - Globusowa - Sympatyczna - Techników - Popularna - Wschodu Słońca - Równoległa - Instalatorów - 1 Sierpnia - Woronicza - METRO WIERZBNO",3
4_229,2,"229","","URSYNÓW PŁD. - al. KEN - Indiry Gandhi - Rosoła - Branickiego - Przyczółkowa - POW - Wał Miedzeszyński - Przewodowa - Tawułkowa - Liliowa - Bysławska - Poezji - Olecka - Michalinki - Patriotów - PKP FALENICA|PKP FALENICA - Bysławska - Liliowa - Tawułkowa - Przewodowa - Wał Miedzeszyński - Przyczółkowa - Branickiego - Rosoła - Indiry Gandhi - al. KEN - URSYNÓW PŁD.",3
4_234,2,"234","","ŻERAŃ WSCHODNI - Daniszewska - Białołęcka - Juranda ze Spychowa - Ostródzka - Skarbka z Gór - Berensona - Kąty Grodziskie - Zdziarska - Chudoby - AUGUSTÓW|AUGUSTÓW - Zdziarska - Kąty Grodziskie - Berensona - Skarbka z Gór - Juranda ze Spychowa - Białołęcka - Przykoszarowa - Szlachecka - Daniszewska - Annopol - ŻERAŃ WSCHODNI",3
4_239,2,"239","","KĘPA OKRZEWSKA KĘPA OKRZEWSKA-CMENTARZ - Kępa Okrzewska/droga lokalna - Okrzeszyn/droga lokalna - Wiechy - Rosochata - Przyczółkowa - Korbońskiego - Relaksowa - Wąwozowa - al. KEN - OS. KABATY|OS. KABATY - Wąwozowa - Rosoła - Rosnowskiego - Korbońskiego - Drewny - Przyczółkowa - Rosochata - Wiechy - Okrzeszyn/droga lokalna - Kępa Okrzewska/droga lokalna - KĘPA OKRZEWSKA KĘPA OKRZEWSKA-CMENTARZ",3
4_240,2,"240","","METRO KONDRATOWICZA - Kondratowicza - Malborska - Głębocka - Lewandów - Marki/Kościuszki - Marki/Sosnowa - Marki/al. Piłsudskiego - Marki/Duża - MARKI PUSTELNIK|MARKI PUSTELNIK - Marki/al. Piłsudskiego - Marki/Sosnowa - Marki/Kościuszki - Lewandów - Głębocka - św. Wincentego - Kondratowicza - METRO KONDRATOWICZA",3
4_245,2,"245","","ZĄBKI MACZKA - Ząbki/gen. Maczka - Ząbki/Gajowa - Ząbki/Kosynierów - Ząbki/gen. Maczka - Ząbki/Powstańców - Ząbki/Piłsudskiego - Ząbki/Warszawska - Łodygowa - Młodzieńcza - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE|BRÓDNO-PODGRODZIE - Chodecka - Kondratowicza - Młodzieńcza - Łodygowa - Ząbki/Warszawska - Ząbki/Piłsudskiego - Ząbki/Powstańców - Ząbki/gen. Maczka - ZĄBKI MACZKA",3
4_249,2,"249","","KOŁO - Obozowa - Deotymy - Górczewska - Powstańców Śląskich - Człuchowska - Szeligowska - Jana Heweliusza - JANA HEWELIUSZA|JANA HEWELIUSZA - Szeligowska - Człuchowska - Powstańców Śląskich - Górczewska - Deotymy - Newelska - Obozowa - KOŁO",3
4_250,2,"250","","ŁOMIANKI KOŁŁĄTAJA - Łomianki/Kołłątaja - Łomianki/Zachodnia - Łomianki/Wiosenna - Łomianki/Wiślana - Łomianki/Akacjowa - Łomianki/Partyzantów - Łomianki/Trenów - Laski/Trenów - Trenów - Estrady - Wólczyńska - Wóycickiego - Opłotek - Wólczyńska - Nocznickiego - al. gen. Wittek - Kasprowicza - METRO MŁOCINY|METRO MŁOCINY - Nocznickiego - Wólczyńska - Opłotek - Palisadowa - Wóycickiego - Wólczyńska - Estrady - Trenów - Laski/Trenów - Łomianki/Partyzantów - Łomianki/Akacjowa - Łomianki/Wiślana - Łomianki/Zachodnia - Łomianki/Kołłątaja - ŁOMIANKI KOŁŁĄTAJA",3
4_251,2,"251","","KONSTANCIN-JEZIORNA CH STARA PAPIERNIA - Konstancin-Jeziorna/al. Wojska Polskiego - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Warszawska - Przyczółkowa - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - Przyczółkowa - Drewny - Konstancin-Jeziorna/Warszawska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/al. Wojska Polskiego - KONSTANCIN-JEZIORNA CH STARA PAPIERNIA",3
4_256,2,"256","","METRO KONDRATOWICZA - Kondratowicza - Malborska - Głębocka - Lewandów - Marki/Kościuszki - MARKI KOŚCIUSZKI|MARKI KOŚCIUSZKI - Lewandów - Głębocka - św. Wincentego - Kondratowicza - METRO KONDRATOWICZA",3
4_263,2,"263","","OCZYSZCZALNIA „POŁUDNIE” - parking przy Oczyszczalni Południe - Syta - Vogla - Przyczółkowa - WILANÓW",3
4_300,2,"300","","TOR SŁUŻEWIEC - al. Wyścigowa - Puławska - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - Puławska - al. Wyścigowa - TOR SŁUŻEWIEC",3
