route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
1_220,2,"220","","P+R AL. KRAKOWSKA - al. Krakowska - Szyszkowa - Nowa - Opacz-Kolonia/Środkowa - Opacz-Kolonia/Ryżowa - Opacz-Kolonia/Bodycha - Starodęby - Skoroszewska - Dzieci Warszawy - Poczty Gdańskiej - al. 4 Czerwca 1989 r. - Lazurowa - Kaliskiego - Radiowa - Wrocławska - Żołnierzy Wyklętych - Powstańców Śląskich - NOWE BEMOWO|NOWE BEMOWO - Piastów Śląskich - Żołnierzy Wyklętych - Wrocławska - Radiowa - Kaliskiego - Lazurowa - al. 4 Czerwca 1989 r. - Poczty Gdańskiej - Dzieci Warszawy - Skoroszewska - Al. Jerozolimskie - Ryżowa - Opacz-Kolonia/Ryżowa - Opacz-Kolonia/Nowa - Szyszkowa - al. Krakowska - P+R AL. KRAKOWSKA",3
1_221,2,"221","","PL. NIEMENA - Powązkowska - Krasińskiego - Przasnyska - Rydygiera - ks. Indrzejczyka - DW. GDAŃSKI (RYDYGIERA)|DW. GDAŃSKI (RYDYGIERA) - Rydygiera - Powązkowska - PL. NIEMENA",3
1_226,2,"226","","OS. ZIELONA DOLINA - Marii Callas - Mańkowska - Fajna - Ostródzka - Toruńska - Łabiszyńska - Kondratowicza - METRO BRÓDNO|METRO BRÓDNO - Łabiszyńska - Toruńska - Ostródzka - Fajna - Marii Callas - OS. ZIELONA DOLINA",3
1_228,2,"228","","KRÓLIKARNIA - Woronicza - Żwirki i Wigury - 1 Sierpnia - al. Krakowska - Grójecka - Instalatorów - Szybka - Wschodu Słońca - Popularna - Techników - Cegielniana - Sympatyczna - Świerszcza - Traktorzystów - pl. Czerwca 1976 r. - URSUS-RATUSZ|URSUS-RATUSZ - Traktorzystów - Świerszcza - Potrzebna - Sympatyczna - Techników - Popularna - Wschodu Słońca - Równoległa - Instalatorów - 1 Sierpnia - Woronicza - METRO WIERZBNO",3
1_229,2,"229","","URSYNÓW PŁD. - al. KEN - Indiry Gandhi - Rosoła - Branickiego - Przyczółkowa - POW - Wał Miedzeszyński - Przewodowa - Tawułkowa - Liliowa - Bysławska - Poezji - Olecka - Michalinki - Patriotów - PKP FALENICA|PKP FALENICA - Bysławska - Liliowa - Tawułkowa - Przewodowa - Wał Miedzeszyński - Przyczółkowa - Branickiego - Rosoła - Indiry Gandhi - al. KEN - URSYNÓW PŁD.",3
1_234,2,"234","","ŻERAŃ WSCHODNI - Daniszewska - Białołęcka - Juranda ze Spychowa - Ostródzka - Skarbka z Gór - Berensona - Kąty Grodziskie - Zdziarska - Chudoby - AUGUSTÓW|AUGUSTÓW - Zdziarska - Kąty Grodziskie - Berensona - Skarbka z Gór - Juranda ze Spychowa - Białołęcka - Przykoszarowa - Szlachecka - Daniszewska - Annopol - ŻERAŃ WSCHODNI",3
1_239,2,"239","","KĘPA OKRZEWSKA KĘPA OKRZEWSKA-CMENTARZ - Kępa Okrzewska/droga lokalna - Okrzeszyn/droga lokalna - Wiechy - Rosochata - Przyczółkowa - Korbońskiego - Relaksowa - Wąwozowa - al. KEN - OS. KABATY|OS. KABATY - Wąwozowa - Rosoła - Rosnowskiego - Korbońskiego - Drewny - Przyczółkowa - Rosochata - Wiechy - Okrzeszyn/droga lokalna - Kępa Okrzewska/droga lokalna - KĘPA OKRZEWSKA KĘPA OKRZEWSKA-CMENTARZ",3
1_240,2,"240","","METRO KONDRATOWICZA - Kondratowicza - Malborska - Głębocka - Lewandów - Marki/Kościuszki - Marki/Sosnowa - Marki/al. Piłsudskiego - Marki/Duża - MARKI PUSTELNIK|MARKI PUSTELNIK - Marki/al. Piłsudskiego - Marki/Sosnowa - Marki/Kościuszki - Lewandów - Głębocka - św. Wincentego - Kondratowicza - METRO KONDRATOWICZA",3
1_245,2,"245","","ZĄBKI MACZKA - Ząbki/gen. Maczka - Ząbki/Gajowa - Ząbki/Kosynierów - Ząbki/gen. Maczka - Ząbki/Powstańców - Ząbki/Piłsudskiego - Ząbki/Warszawska - Łodygowa - Młodzieńcza - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE|BRÓDNO-PODGRODZIE - Chodecka - Kondratowicza - Młodzieńcza - Łodygowa - Ząbki/Warszawska - Ząbki/Piłsudskiego - Ząbki/Powstańców - Ząbki/gen. Maczka - ZĄBKI MACZKA",3
1_249,2,"249","","KOŁO - Obozowa - Deotymy - Górczewska - Powstańców Śląskich - Człuchowska - Szeligowska - Jana Heweliusza - JANA HEWELIUSZA|JANA HEWELIUSZA - Szeligowska - Człuchowska - Powstańców Śląskich - Górczewska - Deotymy - Newelska - Obozowa - KOŁO",3
1_250,2,"250","","ŁOMIANKI KOŁŁĄTAJA - Łomianki/Kołłątaja - Łomianki/Zachodnia - Łomianki/Wiosenna - Łomianki/Wiślana - Łomianki/Akacjowa - Łomianki/Partyzantów - Łomianki/Trenów - Laski/Trenów - Trenów - Estrady - Wólczyńska - Wóycickiego - Opłotek - Wólczyńska - Nocznickiego - al. gen. Wittek - Kasprowicza - METRO MŁOCINY|METRO MŁOCINY - Nocznickiego - Wólczyńska - Opłotek - Palisadowa - Wóycickiego - Wólczyńska - Estrady - Trenów - Laski/Trenów - Łomianki/Partyzantów - Łomianki/Akacjowa - Łomianki/Wiślana - Łomianki/Zachodnia - Łomianki/Kołłątaja - ŁOMIANKI KOŁŁĄTAJA",3
1_251,2,"251","","KONSTANCIN-JEZIORNA CH STARA PAPIERNIA - Konstancin-Jeziorna/al. Wojska Polskiego - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Warszawska - Przyczółkowa - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - Przyczółkowa - Drewny - Konstancin-Jeziorna/Warszawska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/al. Wojska Polskiego - KONSTANCIN-JEZIORNA CH STARA PAPIERNIA",3
1_256,2,"256","","METRO KONDRATOWICZA - Kondratowicza - Malborska - Głębocka - Lewandów - Marki/Kościuszki - MARKI KOŚCIUSZKI|MARKI KOŚCIUSZKI - Lewandów - Głębocka - św. Wincentego - Kondratowicza - METRO KONDRATOWICZA",3
1_263,2,"263","","OCZYSZCZALNIA „POŁUDNIE” - parking przy Oczyszczalni Południe - Syta - Vogla - Przyczółkowa - WILANÓW",3
1_409,2,"409","","CM. PÓŁNOCNY-BRAMA ZACH. - Dziekanowska - Estrady - Wólczyńska - Wóycickiego - Pułkowa - al. gen. Wittek - Kasprowicza - Conrada - Kochanowskiego - Rudnickiego - Powązkowska - Słomińskiego - Starzyńskiego - św. Wincentego - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE|BRÓDNO-PODGRODZIE - Chodecka - Kondratowicza - św. Wincentego - Starzyńskiego - Słomińskiego - Powązkowska - gen. Maczka - Kochanowskiego - Conrada - Wólczyńska - al. gen. Wittek - Pułkowa - Wóycickiego - Wólczyńska - Estrady - Dziekanowska - CM. PÓŁNOCNY-BRAMA ZACH.",3
1_500,2,"500","","RONDO „RADOSŁAWA” - Dzika - Słomińskiego - Starzyńskiego - św. Wincentego - Kondratowicza - Chodecka - Krasnobrodzka - BRÓDNO-PODGRODZIE|BRÓDNO-PODGRODZIE - Chodecka - Kondratowicza - św. Wincentego - Starzyńskiego - Słomińskiego - Dzika - RONDO „RADOSŁAWA”",3
1_502,2,"502","","METRO POLITECHNIKA - Waryńskiego - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Płowiecka - Czecha - Trakt Brzeski - Jana Pawła II - Graniczna - STARA MIŁOSNA (GRANICZNA)|STARA MIŁOSNA (GRANICZNA) - Jana Pawła II - Trakt Brzeski - Czecha - Płowiecka - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - METRO POLITECHNIKA",3
1_503,2,"503","","KONWIKTORSKA - Konwiktorska - Bonifraterska - pl. Krasińskich - Miodowa - Wierzbowa - pl. Małachowskiego - Świętokrzyska - Nowy Świat - Al. Ujazdowskie - Belwederska - Sobieskiego - al. Sikorskiego - Dolina Służewiecka - al. Rodowicza „Anody” - Rosoła - Indiry Gandhi - Dereniowa - Płaskowickiej - NATOLIN PŁN.|NATOLIN PŁN. - Dereniowa - Indiry Gandhi - Rosoła - al. Rodowicza „Anody” - Dolina Służewiecka - al. Sikorskiego - Sobieskiego - Belwederska - Al. Ujazdowskie - pl. Trzech Krzyży - Nowy Świat - Świętokrzyska - pl. Małachowskiego - Moliera - pl. Krasińskich - Bonifraterska - Słomińskiego - Konwiktorska - KONWIKTORSKA",3
1_504,2,"504","","OS. KABATY - al. KEN - Wąwozowa - Stryjeńskich - Dereniowa - Pileckiego - Puławska - Rzymowskiego - Marynarska - Żwirki i Wigury - Krzyckiego - Al. Jerozolimskie - jezdnia płn. Dw. Centralnego - DW. CENTRALNY|DW. CENTRALNY - Al. Jerozolimskie - Raszyńska - Żwirki i Wigury - Sasanki - Marynarska - Rzymowskiego - Pileckiego - Ciszewskiego - Dereniowa - Stryjeńskich - Wąwozowa - al. KEN - OS. KABATY",3
1_507,2,"507","","GOCŁAW - Bora-Komorowskiego - Egipska - Saska - al. Poniatowskiego - al. 3 Maja - Al. Jerozolimskie - Emilii Plater - DW. CENTRALNY|DW. CENTRALNY - Al. Jerozolimskie - al. 3 Maja - al. Poniatowskiego - Saska - Bora-Komorowskiego - GOCŁAW",3
1_509,2,"509","","WINNICA - Dionizosa - Światowida - Modlińska - Jagiellońska - Targowa - al. Zieleniecka - Saska - Bora-Komorowskiego - Fieldorfa „Nila” - Umińskiego - Bora-Komorowskiego - GOCŁAW|GOCŁAW - Umińskiego - Fieldorfa „Nila” - Bora-Komorowskiego - Egipska - Saska - al. Zieleniecka - Targowa - al. „Solidarności” - Jagiellońska - Modlińska - Światowida - Dionizosa - WINNICA",3
1_511,2,"511","","METRO MŁOCINY - Kasprowicza - al. gen. Wittek - Modlińska - Aluzyjna - DĄBRÓWKA WIŚLANA|DĄBRÓWKA WIŚLANA - Modlińska - al. płk. Kuklińskiego - Kasprowicza - METRO MŁOCINY",3
1_512,2,"512","","DW. WSCHODNI (KIJOWSKA) - Kijowska - al. „Solidarności” - Radzymińska - Młodzieńcza - Codzienna - Rolanda - Rajmunda - KANAŁ BRÓDNOWSKI|KANAŁ BRÓDNOWSKI - Figara - Codzienna - Młodzieńcza - Radzymińska - Targowa - Kijowska - DW. WSCHODNI (KIJOWSKA)",3
1_514,2,"514","","WOLA GRZYBOWSKA - Żółkiewskiego - Armii Krajowej - Niemcewicza - Wspólna - Szosowa - Grzybowa - al. Komandosów - Ilskiego - Marsa - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - METRO POLITECHNIKA|METRO POLITECHNIKA - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Marsa - Ilskiego - al. Komandosów - Grzybowa - Szosowa - Wspólna - Niemcewicza - 1. Praskiego Pułku WP - Armii Krajowej - Żółkiewskiego - WOLA GRZYBOWSKA",3
1_516,2,"516","","ŻERAŃ FSO - Modlińska - Światowida - Milenijna - Ćmielowska - Świderska - Odkryta - Dzierzgońska - Światowida - NOWODWORY|NOWODWORY - Dzierzgońska - Odkryta - Nowodworska - Świderska - Ćmielowska - Milenijna - Modlińska - ŻERAŃ FSO",3
1_517,2,"517","","PL. TRZECH KRZYŻY - pl. Trzech Krzyży - Al. Jerozolimskie - Grójecka - Sokołowskiego „Grzymały” - Al. Jerozolimskie - Łopuszańska - Kleszczowa - Ryżowa - Dzieci Warszawy - Sławka - Pużaka - Kompanii AK „Kordian” - Spisaka - Kościuszki - Władysława Jagiełły - Warszawska - Keniga - Orląt Lwowskich - URSUS-NIEDŹWIADEK|URSUS-NIEDŹWIADEK - Keniga - Warszawska - Lalki - Kościuszki - Kompanii AK „Kordian” - Pużaka - Sławka - Dzieci Warszawy - Ryżowa - Kleszczowa - Łopuszańska - Al. Jerozolimskie - Kopińska - pl. Narutowicza - Grójecka - Al. Jerozolimskie - pl. Trzech Krzyży - PL. TRZECH KRZYŻY",3
1_518,2,"518","","BIELAŃSKA - Bielańska - Miodowa - pl. Krasińskich - Muranowska - Andersa - Mickiewicza - Słowackiego - Włościańska - al. Armii Krajowej - Modlińska - Światowida - Myśliborska - Porajów - Świderska - Odkryta - Hanki Ordonówny - Światowida - NOWODWORY|NOWODWORY - Hanki Ordonówny - Odkryta - Nowodworska - Świderska - Porajów - Myśliborska - Światowida - Modlińska - al. Armii Krajowej - Słowackiego - pl. Wilsona - Andersa - Bonifraterska - pl. Krasińskich - Miodowa - Senatorska - pl. Bankowy - Bielańska - BIELAŃSKA",3
1_519,2,"519","","POWSIN-PARK KULTURY - Opieńki - Przekorna - Drewny - Przyczółkowa - al. Wilanowska - Sobieskiego - Św. Bonifacego - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - al. Sikorskiego - Św. Bonifacego - Sobieskiego - al. Wilanowska - Przyczółkowa - Przekorna - Opieńki - POWSIN-PARK KULTURY",3
1_520,2,"520","","MARYSIN - Korkowa - Stepowa - Marsa - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - pl. Konstytucji - Marszałkowska - Al. Jerozolimskie - jezdnia płn. Dw. Centralnego - DW. CENTRALNY|DW. CENTRALNY - Marszałkowska - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Marsa - Okularowa - Stepowa - Korkowa - MARYSIN",3
1_521,2,"521","","FALENICA - Bysławska - Patriotów - Widoczna - Płowiecka - Grochowska - rondo Wiatraczna - al. Waszyngtona - al. Poniatowskiego - al. 3 Maja - Al. Jerozolimskie - Emilii Plater - DW. CENTRALNY|DW. CENTRALNY - Al. Jerozolimskie - al. 3 Maja - al. Poniatowskiego - al. Waszyngtona - Grochowska - Płowiecka - Widoczna - Patriotów - Przewodowa - Patriotów - Bysławska - FALENICA",3
1_523,2,"523","","PKP OLSZYNKA GROCHOWSKA - Chłopickiego - Szaserów - Wiatraczna - al. Stanów Zjednoczonych - al. Armii Ludowej - Wawelska - Kopińska - Sokołowskiego „Grzymały” - Al. Jerozolimskie - al. Prymasa Tysiąclecia - Górczewska - Powstańców Śląskich - Radiowa - Kaliskiego - STARE BEMOWO|STARE BEMOWO - Radiowa - Powstańców Śląskich - Górczewska - al. Prymasa Tysiąclecia - Al. Jerozolimskie - Kopińska - Wawelska - al. Armii Ludowej - al. Stanów Zjednoczonych - Zakole - Szaserów - Chłopickiego - PKP OLSZYNKA GROCHOWSKA",3
1_525,2,"525","","DW. CENTRALNY - jezdnia płn. Dw. Centralnego - Marszałkowska - pl. Konstytucji - Waryńskiego - al. Armii Ludowej - al. Stanów Zjednoczonych - Ostrobramska - Płowiecka - Czecha - Kajki - Pożaryskiego - Żegańska - al. Dzieci Polskich - MIĘDZYLESIE|MIĘDZYLESIE - Żegańska - Pożaryskiego - Kajki - Czecha - Płowiecka - Ostrobramska - al. Stanów Zjednoczonych - al. Armii Ludowej - Waryńskiego - pl. Konstytucji - Marszałkowska - Al. Jerozolimskie - jezdnia płn. Dw. Centralnego - DW. CENTRALNY",3
1_527,2,"527","","METRO KONDRATOWICZA - Kondratowicza - Głębocka - Skarbka z Gór - Berensona - Skośna - GRODZISK|GRODZISK - Berensona - Skarbka z Gór - Głębocka - Kondratowicza - METRO KONDRATOWICZA",3
1_702,2,"702","","OTWOCK ORLA - Otwock/Orla - Otwock/Andriollego - Otwock/Matejki - Otwock/Stefana Batorego - Otwock/Okrzei - Otwock/Rycerska - Otwock/Mieszka I - Otwock/Kraszewskiego - Józefów/Nadwiślańska - Wał Miedzeszyński - Ogórkowa - Wał Miedzeszyński - Trakt Lubelski - Floriana - Płowiecka - Grochowska - WIATRACZNA|WIATRACZNA - Płowiecka - Trakt Lubelski - Wał Miedzeszyński - Ogórkowa - Wał Miedzeszyński - Józefów/Nadwiślańska - Otwock/Mieszka I - Otwock/Okrzei - Otwock/Stefana Batorego - Otwock/Andriollego - Otwock/Orla - OTWOCK ORLA",3
1_703,2,"703","","KOSÓW KOSÓW - Kosów/Karasia - Wólka Kosowska/Nadrzeczna - Szamoty/Nadarzyńska - Kajetany/Rolna - Nadarzyn/Kościelna - Nadarzyn/al. Katowicka - Paszków/Na Skraju - Wolica/al. Katowicka - Janki/droga lokalna - Janki/Mszczonowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Janki/Mszczonowska - Janki/droga lokalna - Wolica/al. Katowicka - Paszków/Na Skraju - Nadarzyn/al. Katowicka - Nadarzyn/Kościelna - Kajetany/Rolna - Szamoty/Nadarzyńska - Wólka Kosowska/Nadrzeczna - Kosów/Karasia - KOSÓW KOSÓW",3
1_704,2,"704","","HIPOLITÓW PKP HALINÓW - Hipolitów/Warszawska - Konik Stary/Terespolska - Konik Nowy/Terespolska - Sulejówek/Trakt Brzeski - Trakt Brzeski - Czecha - Płowiecka - Grochowska - WIATRACZNA|WIATRACZNA - Płowiecka - Czecha - Trakt Brzeski - Sulejówek/Trakt Brzeski - Konik Nowy/Terespolska - Konik Stary/Warszawska - Hipolitów/Warszawska - HIPOLITÓW PKP HALINÓW",3
1_705,2,"705","","RYNIA RYNIA - Rynia/Główna - Białobrzegi/Spacerowa - Białobrzegi/Wczasowa - Białobrzegi/Wojska Polskiego - Nieporęt/Wojska Polskiego - Nieporęt/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Rembelszczyzna/Jana Kazimierza - Płochocińska - Modlińska - al. Armii Krajowej - Słowackiego - Włościańska - METRO MARYMONT|NOWE ZAŁUBICE OPOLSKA - Nowe Załubice/Opolska - Stare Załubice/Mazowiecka - Borki/Wczasowa - Białobrzegi/Wczasowa - Białobrzegi/Wojska Polskiego - Nieporęt/Wojska Polskiego - Nieporęt/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Rembelszczyzna/Jana Kazimierza - Płochocińska - Modlińska - al. Armii Krajowej - Słowackiego - Włościańska - METRO MARYMONT|BIAŁOBRZEGI BIAŁOBRZEGI - Białobrzegi/Wojska Polskiego - Nieporęt/Wojska Polskiego - Nieporęt/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Rembelszczyzna/Jana Kazimierza - Płochocińska - Modlińska - al. Armii Krajowej - Słowackiego - Włościańska - METRO MARYMONT|METRO MARYMONT - al. Armii Krajowej - Modlińska - Płochocińska - Rembelszczyzna/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Nieporęt/Jana Kazimierza - Nieporęt/Wojska Polskiego - Białobrzegi/Wojska Polskiego - BIAŁOBRZEGI BIAŁOBRZEGI|METRO MARYMONT - Włościańska - al. Armii Krajowej - Modlińska - Płochocińska - Rembelszczyzna/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Nieporęt/Jana Kazimierza - Nieporęt/Wojska Polskiego - Białobrzegi/Wojska Polskiego - Białobrzegi/Wczasowa - Borki/Wczasowa - Stare Załubice/Mazowiecka - Nowe Załubice/Opolska - NOWE ZAŁUBICE OPOLSKA|METRO MARYMONT - Włościańska - al. Armii Krajowej - Modlińska - Płochocińska - Rembelszczyzna/Jana Kazimierza - Stanisławów Pierwszy/Jana Kazimierza - Nieporęt/Jana Kazimierza - Nieporęt/Wojska Polskiego - Białobrzegi/Wojska Polskiego - Białobrzegi/Wczasowa - Białobrzegi/Spacerowa - Rynia/Główna - RYNIA RYNIA",3
1_706,2,"706","","JANKI PL. SZWEDZKI - Janki/pl. Szwedzki - Janki/Mszczonowska - Janki/Falencka - Falenty/Falencka - Falenty/Opackiego - Falenty/al. Hrabska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Janki/pl. Szwedzki - JANKI PL. SZWEDZKI",3
1_707,2,"707","","P+R AL. KRAKOWSKA - al. Krakowska - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Sękocin Nowy/al. Krakowska - Sękocin Stary/al. Krakowska - Sękocin-Las/al. Krakowska - Sękocin-Las/Słoneczna - Magdalenka/Słoneczna - Lesznowola/Słoneczna - Kolonia Lesznowola/Słoneczna - Stara Iwiczna/Słoneczna - Stara Iwiczna/Nowa - Piaseczno/Wojska Polskiego - Piaseczno/Jana Pawła II - PIASECZNO TARGOWISKO|PIASECZNO TARGOWISKO - Piaseczno/Wojska Polskiego - Stara Iwiczna/Nowa - Stara Iwiczna/Słoneczna - Kolonia Lesznowola/Słoneczna - Lesznowola/Słoneczna - Magdalenka/Słoneczna - Sękocin-Las/al. Krakowska - Sękocin Stary/al. Krakowska - Sękocin Nowy/al. Krakowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA",3
1_709,2,"709","","PIASECZNO PKP PIASECZNO - Piaseczno/Dworcowa - Piaseczno/Jana Pawła II - Piaseczno/Wojska Polskiego - Piaseczno/Puławska - Mysiadło/Puławska - Puławska - al. Wilanowska - METRO WILANOWSKA|METRO WILANOWSKA - Puławska - Mysiadło/Puławska - Piaseczno/Puławska - Piaseczno/Jana Pawła II - Piaseczno/Dworcowa - PIASECZNO PKP PIASECZNO",3
1_710,2,"710","","PIASECZNO TARGOWISKO - Piaseczno/Jana Pawła II - Piaseczno/Chyliczkowska - Chylice/Starochylicka - Chylice/Długa - Konstancin-Jeziorna/Długa - Konstancin-Jeziorna/Prusa - Konstancin-Jeziorna/Piłsudskiego - Konstancin-Jeziorna/al. Wojska Polskiego - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Warszawska - Drewny - Korbońskiego - Relaksowa - Wąwozowa - al. KEN - METRO KABATY|METRO KABATY - Wąwozowa - Rosoła - Rosnowskiego - Korbońskiego - Drewny - Konstancin-Jeziorna/Warszawska - Konstancin-Jeziorna/Bielawska - Konstancin-Jeziorna/Mirkowska - Konstancin-Jeziorna/al. Wojska Polskiego - Konstancin-Jeziorna/Piłsudskiego - Konstancin-Jeziorna/Wierzejewskiego - Konstancin-Jeziorna/Piłsudskiego - Konstancin-Jeziorna/Prusa - Konstancin-Jeziorna/Długa - Chylice/Długa - Chylice/Starochylicka - Piaseczno/Chyliczkowska - Piaseczno/Jana Pawła II - PIASECZNO TARGOWISKO",3
1_711,2,"711","","NADARZYN P+R NADARZYN - Nadarzyn/Graniczna - Nadarzyn/Mszczonowska - Nadarzyn/Kościelna - Nadarzyn/Komorowska - Strzeniówka/Komorowska - Strzeniówka/Jodłowa - Nadarzyn/Pruszkowska - Nadarzyn/Kościelna - Nadarzyn/al. Katowicka - Paszków/Na Skraju - Wolica/al. Katowicka - Janki/droga lokalna - Janki/Mszczonowska - Janki/al. Krakowska - Falenty/al. Krakowska - Raszyn/al. Krakowska - al. Krakowska - P+R AL. KRAKOWSKA|P+R AL. KRAKOWSKA - Raszyn/al. Krakowska - Falenty/al. Krakowska - Janki/al. Krakowska - Janki/Mszczonowska - Janki/droga lokalna - Wolica/al. Katowicka - Paszków/Na Skraju - Nadarzyn/al. Katowicka - Nadarzyn/Kościelna - Nadarzyn/Warszawska - Nadarzyn/Mszczonowska - Nadarzyn/Graniczna - NADARZYN P+R NADARZYN",3
1_712,2,"712","","METRO MŁOCINY - Kasprowicza - Nocznickiego - Wólczyńska - Arkuszowa - Estrady - Klaudyn/Estrady - Klaudyn/Ekologiczna - Klaudyn/Lutosławskiego - Klaudyn/Szymanowskiego - Klaudyn/Ciećwierza - Janów/gen. Sikorskiego - Kwirynów/gen. Sikorskiego - Stare Babice/Rynek - Babice Nowe/parking - BABICE NOWE CH BABICE NOWE|BABICE NOWE CH BABICE NOWE - Stare Babice/Rynek - Kwirynów/gen. Sikorskiego - Janów/gen. Sikorskiego - Klaudyn/Lutosławskiego - Klaudyn/Szymanowskiego - Klaudyn/Ciećwierza - Klaudyn/Ekologiczna - Klaudyn/Estrady - Estrady - Arkuszowa - Wólczyńska - Nocznickiego - al. gen. Wittek - Kasprowicza - METRO MŁOCINY",3
1_713,2,"713","","KOPRKI AGRICOOP - Koprki/Jaśminowa - Koprki/Rataja - Koprki/Poznańska - Ołtarzew/Poznańska - Ożarów Mazowiecki/Poznańska - Bronisze/Poznańska - Jawczyce/Poznańska - Mory/Poznańska - Połczyńska - Fort Wola - CM. WOLSKI|KOPRKI AGRICOOP - Koprki/Jaśminowa - Koprki/Rataja - Koprki/Poznańska - Ołtarzew/Poznańska - Ożarów Mazowiecki/Parkowa - Ożarów Mazowiecki/Poznańska - Bronisze/Poznańska - Jawczyce/Poznańska - Mory/Poznańska - Połczyńska - Fort Wola - CM. WOLSKI|CM. WOLSKI - Wolska - Połczyńska - Poznańska - Mory/Poznańska - Jawczyce/Poznańska - Bronisze/Poznańska - Ożarów Mazowiecki/Poznańska - Ożarów Mazowiecki/Parkowa - Ożarów Mazowiecki/Poznańska - Ołtarzew/Poznańska - Ołtarzew/Nizinna - Koprki/Jaśminowa - KOPRKI AGRICOOP|CM. WOLSKI - Fort Wola - Wolska - Połczyńska - Poznańska - Mory/Poznańska - Jawczyce/Poznańska - Bronisze/Poznańska - Ożarów Mazowiecki/Poznańska - Ołtarzew/Poznańska - Ołtarzew/Nizinna - Koprki/Jaśminowa - KOPRKI AGRICOOP",3
1_714,2,"714","","KOCZARGI STARE KLONOWA - Koczargi Stare/Klonowa - Koczargi Stare/Akacjowa - Lipków/Akacjowa - Lipków/Paschalisa-Jakubowicza - Lipków/Mościckiego - Stare Babice/Sienkiewicza - Stare Babice/Rynek - Stare Babice/Dobrzańskiego „Hubala” - Latchorzew/Dobrzańskiego „Hubala” - Dobrzańskiego „Hubala” - Blizne Łaszczyńskiego/Łaszczyńskiego - Blizne Łaszczyńskiego/Graniczna - Blizne Łaszczyńskiego/Warszawska - Górczewska - METRO BEMOWO|METRO BEMOWO - Blizne Łaszczyńskiego/Przejazd - Blizne Łaszczyńskiego/Łaszczyńskiego - Dobrzańskiego „Hubala” - Blizne Jasińskiego/Dobrzańskiego „Hubala” - Latchorzew/Dobrzańskiego „Hubala” - Stare Babice/Dobrzańskiego „Hubala” - Stare Babice/Rynek - Stare Babice/Sienkiewicza - Lipków/Mościckiego - Lipków/Akacjowa - Koczargi Stare/Akacjowa - Koczargi Stare/Klonowa - KOCZARGI STARE KLONOWA",3
